-71.26243512164817,42.291801338177656
-71.26257399325027,42.291744640046055
-71.26271286485239,42.29168794191445
-71.2628517364545,42.291631243782845
-71.26299060805661,42.291574545651244
-71.26312947965872,42.291517847519636
-71.26307278152711,42.291378975917524
-71.26293390992501,42.29143567404913
-71.26279503832289,42.291492372180734
-71.26265616672079,42.29154907031234
-71.26251729511867,42.291605768443944
-71.26237842351657,42.291662466575545
-71.26223955191445,42.29171916470715
-71.26210068031234,42.291775862838755
-71.26196180871024,42.29183256097036
-71.26190511057862,42.29169368936825
-71.26204398218074,42.29163699123665
-71.26218285378285,42.29158029310504
-71.26232172538496,42.29152359497344
-71.26246059698707,42.29146689684183
-71.26259946858917,42.29141019871023
-71.26273834019129,42.29135350057862
-71.2628772117934,42.29129680244702
-71.26301608339551,42.29124010431541
-71.2629593852639,42.29110123271331
-71.2628205136618,42.29115793084491
-71.26268164205969,42.29121462897651
-71.26254277045757,42.29127132710812
-71.26240389885547,42.29132802523972
-71.26226502725335,42.29138472337133
-71.26212615565125,42.29144142150293
-71.26198728404914,42.29149811963454
-71.26184841244702,42.29155481776614
-71.26179171431542,42.29141594616403
-71.26193058591753,42.29135924803243
-71.26206945751964,42.29130254990082
-71.26220832912175,42.29124585176922
-71.26234720072387,42.29118915363762
-71.26248607232597,42.29113245550601
-71.26262494392807,42.29107575737441
-71.26276381553019,42.2910190592428
-71.2629026871323,42.2909623611112
-71.26276381553019,42.2910190592428
-71.26262494392807,42.29107575737441
-71.26248607232597,42.29113245550601
-71.26234720072387,42.29118915363762
-71.26220832912175,42.29124585176922
-71.26206945751964,42.29130254990082
-71.26193058591753,42.29135924803243
-71.26179171431542,42.29141594616403
